"_ano_pesquisa","situacao_de_trabalho","setor","numero_de_funcionarios","modelo_de_trabalho_atual","qtd_respondentes"
"2023","Servidor Público","Outra Opção","Acima de 3.000","Modelo 100% presencial","4"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","4"
"2023","Empreendedor ou Empregado (CNPJ)","Marketing","de 51 a 100","Modelo 100% remoto","4"
"2023","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 11 a 50","Modelo 100% presencial","4"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","de 1.001 a 3.000","Modelo 100% remoto","4"
"2023","Empregado (CLT)","Telecomunicação","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","4"
"2023","Empregado (CLT)","Marketing","de 501 a 1.000","Modelo 100% remoto","4"
"2023","Servidor Público","Setor Público","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","4"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 1 a 5","Modelo 100% remoto","4"
"2023","Empregado (CLT)","Internet/Ecommerce","Acima de 3.000","Modelo 100% presencial","4"
"2023","Empreendedor ou Empregado (CNPJ)","Filantropia/ONG's","de 11 a 50","Modelo 100% remoto","4"
"2023","Empregado (CLT)","Telecomunicação","de 1.001 a 3.000","Modelo 100% presencial","4"
"2023","Empregado (CLT)","Setor Público","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","4"
"2023","Empregado (CLT)","Setor de Energia","de 101 a 500","Modelo 100% presencial","4"
"2023","Empregado (CLT)","Internet/Ecommerce","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","4"
"2023","Empreendedor ou Empregado (CNPJ)","Marketing","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","4"
"2023","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% presencial","4"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","4"
"2023","Empregado (CLT)","Indústria","de 51 a 100","Modelo 100% presencial","4"
"2023","Empregado (CLT)","Educação","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","4"
"2023","Estagiário","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","4"
"2023","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empreendedor ou Empregado (CNPJ)","Varejo","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Marketing","de 11 a 50","Modelo 100% presencial","3"
"2023","Estagiário","Varejo","Acima de 3.000","Modelo 100% remoto","3"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Estagiário","Finanças ou Bancos","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Educação","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Seguros ou Previdência","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Estagiário","Área de Consultoria","de 101 a 500","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Indústria","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Indústria","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Telecomunicação","Acima de 3.000","Modelo 100% remoto","3"
"2023","Servidor Público","Setor Público","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Estagiário","Agronegócios","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Área da Saúde","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Área da Saúde","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Setor Público","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Setor Público","de 1.001 a 3.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Setor Alimentício","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 101 a 500","Modelo 100% presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Indústria","de 101 a 500","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Área de Consultoria","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Finanças ou Bancos","Acima de 3.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Setor Público","de 51 a 100","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Setor Público","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Estagiário","Setor Público","de 1.001 a 3.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Telecomunicação","de 501 a 1.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Setor Automotivo","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","Acima de 3.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Varejo","de 501 a 1.000","Modelo 100% presencial","3"
"2023","Estagiário","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Varejo","de 1 a 5","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Outra Opção","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Estagiário","Indústria","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Setor de Energia","de 1.001 a 3.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Agronegócios","de 11 a 50","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Setor Imobiliário/ Construção Civil","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Setor Farmaceutico","Acima de 3.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Filantropia/ONG's","de 101 a 500","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Indústria","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Varejo","de 51 a 100","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Setor Imobiliário/ Construção Civil","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Servidor Público","Área da Saúde","Acima de 3.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Indústria","de 11 a 50","Modelo 100% presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Indústria","de 101 a 500","Modelo 100% presencial","3"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Área de Consultoria","de 11 a 50","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 1.001 a 3.000","Modelo 100% presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","Acima de 3.000","Modelo 100% remoto","3"
"2023","Estagiário","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Entretenimento ou Esportes","Acima de 3.000","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 6 a 10","Modelo 100% remoto","3"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Educação","de 11 a 50","Modelo 100% remoto","3"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Entretenimento ou Esportes","de 101 a 500","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 51 a 100","Modelo 100% remoto","3"
"2023","Empreendedor ou Empregado (CNPJ)","Educação","de 11 a 50","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Outra Opção","de 1 a 5","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Área de Consultoria","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Área da Saúde","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 11 a 50","Modelo 100% presencial","3"
"2023","Estagiário","Educação","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Estagiário","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Seguros ou Previdência","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Área de Consultoria","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Área da Saúde","de 51 a 100","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Setor Público","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Setor Alimentício","de 1.001 a 3.000","Modelo 100% presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Indústria","de 501 a 1.000","Modelo 100% presencial","3"
"2023","Empregado (CLT)","Área de Consultoria","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Agronegócios","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","3"
"2023","Empregado (CLT)","Setor Automotivo","de 101 a 500","Modelo 100% presencial","3"
"2023","Freelancer","Outra Opção","de 1 a 5","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Área de Consultoria","de 6 a 10","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Finanças ou Bancos","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empregado (CLT)","Área de Consultoria","Acima de 3.000","Modelo 100% presencial","3"
"2023","Servidor Público","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","3"
"2023","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","3"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Varejo","Acima de 3.000","Modelo 100% remoto","3"
"2023","Empregado (CLT)","Agronegócios","Acima de 3.000","Modelo 100% remoto","2"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Alimentício","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 11 a 50","Modelo 100% presencial","2"
"2023","Empregado (CLT)","Internet/Ecommerce","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Freelancer","Tecnologia/Fábrica de Software","de 6 a 10","Modelo 100% remoto","2"
"2023","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Empregado (CLT)","Setor Automotivo","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 501 a 1.000","Modelo 100% remoto","2"
"2023","Empregado (CLT)","Setor Alimentício","de 6 a 10","Modelo 100% presencial","2"
"2023","Empregado (CLT)","Seguros ou Previdência","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2023","Empreendedor ou Empregado (CNPJ)","Marketing","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Empregado (CLT)","Área de Consultoria","de 11 a 50","Modelo 100% presencial","2"
"2023","Empregado (CLT)","Telecomunicação","de 501 a 1.000","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Estagiário","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2023","Empregado (CLT)","Área da Saúde","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Empregado (CLT)","Agronegócios","de 1.001 a 3.000","Modelo 100% remoto","2"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 51 a 100","Modelo 100% remoto","2"
"2023","Estagiário","Área de Consultoria","Acima de 3.000","Modelo 100% remoto","2"
"2023","Estagiário","Área de Consultoria","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2023","Empreendedor ou Empregado (CNPJ)","Outra Opção","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","2"
"2023","Empregado (CLT)","Entretenimento ou Esportes","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","2"
"2023","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Imobiliário/ Construção Civil","de 51 a 100","Modelo 100% remoto","2"
"2023","Empregado (CLT)","Telecomunicação","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","2"
