"_ano_pesquisa","situacao_de_trabalho","setor","numero_de_funcionarios","modelo_de_trabalho_atual","qtd_respondentes"
"2025","Empregado (CLT)","Outra Opção","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Marketing","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 101 a 500","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Indústria","de 51 a 100","Modelo 100% remoto","1"
"2025","Freelancer","Setor Imobiliário/ Construção Civil","de 1 a 5","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 11 a 50","Modelo 100% remoto","1"
"2025","Estagiário","Outra Opção","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Finanças ou Bancos","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Estagiário","Setor Alimentício","de 101 a 500","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% presencial","1"
"2025","Estagiário","Outra Opção","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Varejo","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Internet/Ecommerce","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Outra Opção","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Varejo","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Público","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Setor Público","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Internet/Ecommerce","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Setor Farmaceutico","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Freelancer","Educação","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Indústria","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Setor Farmaceutico","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Estagiário","Setor Imobiliário/ Construção Civil","de 101 a 500","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Outra Opção","de 6 a 10","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Prefiro não informar","Finanças ou Bancos","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Seguros ou Previdência","de 51 a 100","Modelo 100% remoto","1"
"2025","Estagiário","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Desempregado e não estou buscando recolocação","Outra Opção","de 1 a 5","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Setor Farmaceutico","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Imobiliário/ Construção Civil","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Área da Saúde","de 51 a 100","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor Imobiliário/ Construção Civil","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Freelancer","Entretenimento ou Esportes","de 51 a 100","Modelo 100% presencial","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Indústria","Acima de 3.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Indústria","de 1 a 5","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Telecomunicação","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Freelancer","Educação","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Imobiliário/ Construção Civil","de 11 a 50","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Educação","de 11 a 50","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Tecnologia/Fábrica de Software","de 101 a 500","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Alimentício","de 1 a 5","Modelo 100% presencial","1"
"2025","Estagiário","Área de Consultoria","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Setor Automotivo","de 51 a 100","Modelo 100% presencial","1"
"2025","Prefiro não informar","Área de Consultoria","de 11 a 50","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área de Consultoria","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Setor Público","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Freelancer","Setor Imobiliário/ Construção Civil","de 1 a 5","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 6 a 10","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Estagiário","Setor Público","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Farmaceutico","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1 a 5","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Marketing","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Setor Alimentício","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Tecnologia/Fábrica de Software","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Servidor Público","Outra Opção","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Desempregado e não estou buscando recolocação","Marketing","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Entretenimento ou Esportes","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empregado (CLT)","Setor Alimentício","de 501 a 1.000","Modelo 100% presencial","1"
"2025","Servidor Público","Setor Público","de 101 a 500","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Servidor Público","Setor Público","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Prefiro não informar","Educação","de 11 a 50","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 1.001 a 3.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor Automotivo","de 6 a 10","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Finanças ou Bancos","de 1.001 a 3.000","Modelo 100% remoto","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Internet/Ecommerce","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 51 a 100","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Servidor Público","Educação","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","de 51 a 100","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Varejo","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Educação","de 51 a 100","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Seguros ou Previdência","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Educação","Acima de 3.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Agronegócios","Acima de 3.000","Modelo 100% remoto","1"
"2025","Freelancer","Marketing","de 11 a 50","Modelo 100% remoto","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Setor Alimentício","de 51 a 100","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor de Energia","Acima de 3.000","Modelo 100% remoto","1"
"2025","Desempregado e não estou buscando recolocação","Finanças ou Bancos","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 101 a 500","Modelo 100% presencial","1"
"2025","Estagiário","Outra Opção","de 1.001 a 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Farmaceutico","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Empregado (CLT)","Varejo","de 11 a 50","Modelo 100% remoto","1"
"2025","Prefiro não informar","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Área da Saúde","de 51 a 100","Modelo 100% remoto","1"
"2025","Freelancer","Marketing","de 1 a 5","Modelo 100% remoto","1"
"2025","Estagiário","Varejo","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Servidor Público","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Filantropia/ONG's","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Telecomunicação","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Outra Opção","de 51 a 100","Modelo 100% remoto","1"
"2025","Estagiário","Educação","de 11 a 50","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Marketing","de 6 a 10","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Agronegócios","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Estagiário","Finanças ou Bancos","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Tecnologia/Fábrica de Software","de 1 a 5","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Prefiro não informar","Outra Opção","de 6 a 10","Modelo 100% remoto","1"
"2025","Empreendedor ou Empregado (CNPJ)","Marketing","de 11 a 50","Modelo 100% presencial","1"
"2025","Vivo no Brasil e trabalho remoto para empresa de fora do Brasil","Tecnologia/Fábrica de Software","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor Público","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Setor Automotivo","de 501 a 1.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 51 a 100","Modelo 100% remoto","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Varejo","Acima de 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Outra Opção","de 51 a 100","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Área da Saúde","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Empregado (CLT)","Setor Automotivo","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Indústria","Acima de 3.000","Modelo 100% presencial","1"
"2025","Estagiário","Telecomunicação","de 1.001 a 3.000","Modelo 100% presencial","1"
"2025","Empreendedor ou Empregado (CNPJ)","Setor Automotivo","Acima de 3.000","Modelo híbrido com dias fixos de trabalho presencial","1"
"2025","Servidor Público","Outra Opção","de 1 a 5","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Telecomunicação","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Vivo fora do Brasil e trabalho para empresa de fora do Brasil","Telecomunicação","de 11 a 50","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empregado (CLT)","Agronegócios","de 501 a 1.000","Modelo 100% remoto","1"
"2025","Servidor Público","Setor Público","de 101 a 500","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
"2025","Empreendedor ou Empregado (CNPJ)","Varejo","de 1.001 a 3.000","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1"
